Label,pattern_size,pattern_energy
DSC_1101_RAB937d,31,729.609073983
DSC_1101_RAB937d,36,734.590137708
DSC_1101_RAB937d,41,724.264744191
DSC_1101_RAB937d,46,701.233477103
DSC_1101_RAB937d,51,669.514723930
DSC_1101_RAB937d,56,632.787030657
DSC_1101_RAB937d,61,593.861254325
DSC_1101_RAB937d,66,554.707309757
DSC_1101_RAB937d,71,516.636727772
DSC_1101_RAB937d,76,480.486810187
DSC_1101_RAB937d,81,446.764718634
DSC_1101_RAB937d,86,415.749695561
DSC_1101_RAB937d,91,387.560872816
DSC_1101_RAB937d,96,362.202111016
DSC_1101_RAB937d,101,339.591062570
DSC_1101_RAB937d,106,319.580569359
DSC_1101_RAB937d,111,301.975748133
DSC_1101_RAB937d,116,286.549838664
DSC_1104_RAB937v,1,242.666612942
DSC_1104_RAB937v,6,1175.858055211
